0.0,9.5367431640625e-07
100.0,3.6759750843048096
200.0,3.9406869411468506
300.0,3.945479154586792
400.0,4.010371923446655
500.0,3.9556641578674316
600.0,4.008642196655273
700.0,3.9579427242279053
800.0,3.9838099479675293
900.0,3.991145372390747
1000.0,3.950424909591675
1100.0,3.909925937652588
1200.0,3.9433059692382812
1300.0,3.9558448791503906
1400.0,3.945614814758301
1500.0,3.962347984313965
1600.0,3.933098077774048
1700.0,3.993356704711914
1800.0,3.9410200119018555
1900.0,4.894211053848267
2000.0,4.656308174133301
2100.0,4.396603107452393
2200.0,3.99401593208313
2300.0,3.9012529850006104
2400.0,3.9346530437469482
2500.0,3.947287082672119
2600.0,3.9699690341949463
2700.0,3.938131093978882
2800.0,3.9469828605651855
2900.0,3.9151177406311035
3000.0,3.9680309295654297
3100.0,3.922150135040283
3200.0,3.938748836517334
3300.0,3.930501937866211
3400.0,3.9782168865203857
3500.0,3.9669480323791504
3600.0,3.874152898788452
3700.0,3.99959397315979
3800.0,3.971475124359131
3900.0,3.950376272201538
4000.0,3.9523561000823975
4100.0,3.9653160572052
4200.0,3.9326658248901367
4300.0,3.969374895095825
4400.0,4.000520944595337
4500.0,3.9464080333709717
4600.0,4.00453782081604
4700.0,3.7338597774505615
4800.0,3.700518846511841
4900.0,3.9757630825042725
5000.0,3.996060848236084
5100.0,3.9815280437469482
5200.0,3.9465200901031494
5300.0,3.974726915359497
5400.0,3.9385242462158203
5500.0,4.167500019073486
5600.0,3.9415130615234375
5700.0,4.07086181640625
5800.0,3.926305055618286
5900.0,3.9765377044677734
6000.0,3.9764060974121094
6100.0,3.925348997116089
6200.0,3.955195188522339
6300.0,3.9540371894836426
6400.0,3.961057186126709
6500.0,3.8975658416748047
6600.0,3.9488089084625244
